string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
10,FALSE,NORMAL,?,FALSE,?,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,NORMAL,LOW,?,NORMAL,NORMAL,LOW,LOW,?,FALSE,NORMAL,NORMAL,LOW,FALSE,NORMAL,?,LOW,ZERO,ZERO,?,HIGH,HIGH,HIGH,HIGH
11,FALSE,HIGH,?,FALSE,?,?,NORMAL,TRUE,NORMAL,LOW,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE,ZERO,NORMAL,LOW,?,NORMAL,?,NORMAL,?,?,?,NORMAL,NORMAL,?,ZERO,ZERO,?,NORMAL,NORMAL,NORMAL,LOW
18,?,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,LOW,LOW,FALSE,ZERO,?,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,HIGH,?,NORMAL,NORMAL,?,ZERO,ZERO,?,HIGH,HIGH,NORMAL,?
21,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,?,FALSE,?,?,NORMAL,FALSE,?,NORMAL,LOW,LOW,NORMAL,FALSE,?,ONESIDED,HIGH,?,NORMAL,?,LOW,LOW,LOW,HIGH,HIGH,?,HIGH,NORMAL
22,FALSE,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,?,?,HIGH,?,?,HIGH,LOW,?,ZERO,NORMAL,?,LOW,NORMAL,FALSE,NORMAL,NORMAL,?,?,?,NORMAL,LOW,ZERO,ZERO,?,?,?,?,?
28,FALSE,?,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,?,?,FALSE,HIGH,LOW,FALSE,HIGH,?,HIGH,HIGH,NORMAL,FALSE,NORMAL,?,LOW,FALSE,HIGH,HIGH,HIGH,LOW,HIGH,LOW,NORMAL,?,?,HIGH
40,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,?,?,?,FALSE,FALSE,NORMAL,?,?,ZERO,NORMAL,LOW,LOW,NORMAL,?,?,NORMAL,LOW,FALSE,?,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL,?
47,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,?,HIGH,FALSE,HIGH,?,FALSE,NORMAL,LOW,FALSE,ZERO,NORMAL,?,LOW,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,NORMAL,?,LOW,?,?,?,HIGH,HIGH,NORMAL,?
54,FALSE,NORMAL,NORMAL,TRUE,?,FALSE,?,FALSE,HIGH,HIGH,FALSE,?,TRUE,FALSE,LOW,LOW,?,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,?,?,?,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,?,HIGH,LOW,LOW
56,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,LOW,?,FALSE,?,FALSE,FALSE,LOW,LOW,?,?,?,LOW,LOW,NORMAL,FALSE,?,?,ZERO,?,NORMAL,?,ZERO,ZERO,?,HIGH,?,NORMAL,NORMAL,?
94,?,?,HIGH,?,HIGH,?,?,FALSE,LOW,LOW,FALSE,?,FALSE,FALSE,HIGH,?,FALSE,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,?,FALSE,NORMAL,?,?,?,?,?,NORMAL,NORMAL,NORMAL,?
104,FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,?,FALSE,?,?,?,FALSE,HIGH,NORMAL,HIGH,HIGH,?,FALSE,NORMAL,NORMAL,?,FALSE,NORMAL,ZERO,ZERO,?,HIGH,?,?,HIGH,HIGH,?
114,FALSE,?,NORMAL,?,?,FALSE,NORMAL,?,HIGH,?,TRUE,?,TRUE,?,NORMAL,LOW,FALSE,HIGH,NORMAL,?,LOW,NORMAL,FALSE,NORMAL,?,?,?,NORMAL,NORMAL,LOW,?,ZERO,?,HIGH,HIGH,HIGH,HIGH
134,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,?,?,LOW,?,?,LOW,LOW,?,?,NORMAL,HIGH,HIGH,NORMAL,FALSE,?,NORMAL,HIGH,FALSE,LOW,?,ZERO,LOW,?,?,?,NORMAL,?,LOW
150,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,?,HIGH,?,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE,ZERO,NORMAL,LOW,LOW,NORMAL,?,NORMAL,?,HIGH,TRUE,NORMAL,NORMAL,ZERO,ZERO,?,?,HIGH,HIGH,HIGH,HIGH
201,TRUE,LOW,?,?,LOW,TRUE,LOW,FALSE,?,HIGH,?,NORMAL,TRUE,?,NORMAL,?,?,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,HIGH,NORMAL,LOW,FALSE,NORMAL,?,LOW,ZERO,ZERO,?,HIGH,?,?,LOW
208,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,?,?,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE,ZERO,NORMAL,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,HIGH,?,NORMAL,NORMAL,LOW,?,?,HIGH,HIGH,HIGH,NORMAL,LOW
224,?,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,?,ZERO,NORMAL,?,LOW,NORMAL,FALSE,?,?,?,FALSE,?,NORMAL,LOW,ZERO,ZERO,?,HIGH,HIGH,?,HIGH
241,FALSE,HIGH,HIGH,FALSE,?,FALSE,NORMAL,?,?,HIGH,FALSE,HIGH,?,?,HIGH,?,FALSE,LOW,?,LOW,?,?,?,?,ESOPHAGEAL,HIGH,?,?,?,?,ZERO,LOW,HIGH,HIGH,?,?,?
253,FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,?,?,?,?,FALSE,FALSE,LOW,?,FALSE,ZERO,LOW,?,?,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,?,?
262,FALSE,?,?,FALSE,NORMAL,FALSE,NORMAL,?,?,HIGH,FALSE,HIGH,?,?,HIGH,ZERO,?,ZERO,NORMAL,LOW,LOW,NORMAL,?,NORMAL,ESOPHAGEAL,?,FALSE,NORMAL,NORMAL,?,?,NORMAL,NORMAL,NORMAL,?,?,HIGH
282,TRUE,LOW,LOW,?,?,TRUE,NORMAL,?,HIGH,HIGH,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE,?,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
299,FALSE,?,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,TRUE,NORMAL,?,FALSE,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,LOW,?,FALSE,?,?,HIGH,?,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,HIGH,HIGH,?,HIGH
309,?,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,?,HIGH,?,FALSE,HIGH,?,?,?,LOW,FALSE,?,NORMAL,LOW,LOW,LOW,?,NORMAL,NORMAL,?,FALSE,NORMAL,?,?,?,ZERO,HIGH,HIGH,HIGH,?,LOW
323,FALSE,?,LOW,?,?,FALSE,HIGH,FALSE,LOW,?,?,?,FALSE,?,HIGH,ZERO,?,?,NORMAL,HIGH,HIGH,?,FALSE,NORMAL,NORMAL,?,FALSE,HIGH,?,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,?
327,FALSE,NORMAL,NORMAL,?,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,?,NORMAL,FALSE,FALSE,?,LOW,FALSE,ZERO,NORMAL,LOW,LOW,NORMAL,?,NORMAL,?,HIGH,FALSE,?,NORMAL,LOW,ZERO,ZERO,?,HIGH,HIGH,HIGH,HIGH
331,?,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,LOW,LOW,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE,ZERO,NORMAL,LOW,?,NORMAL,FALSE,?,?,?,FALSE,NORMAL,NORMAL,?,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL,?
332,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,?,FALSE,FALSE,LOW,LOW,FALSE,HIGH,?,HIGH,NORMAL,?,?,?,NORMAL,HIGH,TRUE,NORMAL,NORMAL,?,LOW,?,?,HIGH,HIGH,?,LOW
360,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,?,FALSE,?,FALSE,?,?,?,?,?,NORMAL,LOW,LOW,?,?,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,?,?,ZERO,ZERO,HIGH,HIGH,HIGH,?,LOW
367,TRUE,?,?,FALSE,?,?,?,FALSE,HIGH,HIGH,FALSE,?,FALSE,FALSE,NORMAL,LOW,FALSE,ZERO,NORMAL,LOW,?,NORMAL,?,NORMAL,NORMAL,?,FALSE,NORMAL,?,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,LOW,LOW
370,FALSE,NORMAL,?,?,NORMAL,FALSE,NORMAL,TRUE,NORMAL,HIGH,FALSE,HIGH,?,FALSE,LOW,LOW,?,HIGH,NORMAL,HIGH,HIGH,?,FALSE,NORMAL,NORMAL,?,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,HIGH,?
