string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
27,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,?,LOW,LOW,?,HIGH,FALSE,FALSE,HIGH,LOW,?,ZERO,?,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,ZERO,ZERO,HIGH,NORMAL,?,LOW,NORMAL
39,FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE,?,LOW,?,?,NORMAL,FALSE,?,NORMAL,HIGH,FALSE,NORMAL,NORMAL,?,ZERO,?,NORMAL,HIGH,HIGH,HIGH,HIGH
66,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,LOW,FALSE,?,LOW,?,LOW,FALSE,FALSE,NORMAL,?,?,HIGH,?,?,HIGH,NORMAL,FALSE,NORMAL,NORMAL,HIGH,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,LOW,NORMAL,NORMAL,?,?
67,FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,?,?,?,FALSE,NORMAL,LOW,FALSE,ZERO,?,?,LOW,?,FALSE,NORMAL,?,NORMAL,FALSE,NORMAL,?,LOW,?,ZERO,HIGH,?,HIGH,HIGH,NORMAL
79,FALSE,HIGH,HIGH,TRUE,HIGH,?,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE,ZERO,?,LOW,?,NORMAL,?,NORMAL,NORMAL,?,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,?,?,HIGH,?,NORMAL
80,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,?,?,FALSE,LOW,LOW,FALSE,ZERO,NORMAL,?,LOW,?,FALSE,NORMAL,?,HIGH,FALSE,NORMAL,?,ZERO,ZERO,ZERO,HIGH,?,HIGH,HIGH,LOW
87,?,NORMAL,HIGH,TRUE,?,?,LOW,FALSE,LOW,LOW,FALSE,LOW,?,FALSE,HIGH,LOW,?,ZERO,NORMAL,LOW,LOW,?,FALSE,NORMAL,NORMAL,LOW,?,NORMAL,NORMAL,?,ZERO,ZERO,HIGH,NORMAL,NORMAL,LOW,NORMAL
95,FALSE,NORMAL,NORMAL,?,NORMAL,?,NORMAL,FALSE,?,?,?,?,FALSE,FALSE,HIGH,?,?,ZERO,NORMAL,LOW,LOW,LOW,FALSE,NORMAL,?,NORMAL,FALSE,NORMAL,?,?,ZERO,ZERO,?,HIGH,HIGH,HIGH,?
98,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,TRUE,FALSE,NORMAL,?,FALSE,?,NORMAL,LOW,?,?,?,?,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,?,ZERO,HIGH,HIGH,HIGH,?,HIGH
