string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
2,FALSE,?,?,FALSE,NORMAL,FALSE,?,?,LOW,HIGH,?,HIGH,?,?,LOW,?,?,ZERO,?,LOW,?,NORMAL,?,?,NORMAL,?,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,NORMAL,HIGH,HIGH,HIGH,LOW
4,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,?,FALSE,?,NORMAL,LOW,FALSE,?,?,?,HIGH,NORMAL,FALSE,NORMAL,NORMAL,?,FALSE,?,HIGH,?,?,HIGH,LOW,?,HIGH,HIGH,?
17,TRUE,NORMAL,LOW,?,LOW,TRUE,LOW,?,HIGH,?,?,HIGH,FALSE,?,?,LOW,?,?,NORMAL,LOW,LOW,NORMAL,FALSE,HIGH,?,?,FALSE,NORMAL,NORMAL,?,ZERO,ZERO,?,?,HIGH,LOW,LOW
19,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,?,?,?,HIGH,?,HIGH,FALSE,?,HIGH,LOW,FALSE,ZERO,NORMAL,?,?,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,?,ZERO,HIGH,?,?,?,HIGH
23,FALSE,HIGH,HIGH,TRUE,?,FALSE,NORMAL,FALSE,?,LOW,FALSE,LOW,FALSE,?,HIGH,LOW,TRUE,ZERO,NORMAL,LOW,LOW,?,?,NORMAL,NORMAL,LOW,FALSE,?,NORMAL,LOW,ZERO,ZERO,HIGH,?,NORMAL,NORMAL,NORMAL
31,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,?,?,HIGH,?,FALSE,LOW,LOW,?,ZERO,NORMAL,?,LOW,?,FALSE,NORMAL,NORMAL,LOW,FALSE,?,?,LOW,ZERO,?,HIGH,HIGH,HIGH,HIGH,NORMAL
52,FALSE,NORMAL,?,TRUE,HIGH,FALSE,LOW,FALSE,LOW,?,?,?,FALSE,FALSE,HIGH,LOW,?,HIGH,?,HIGH,HIGH,?,FALSE,NORMAL,NORMAL,HIGH,TRUE,NORMAL,NORMAL,ZERO,LOW,HIGH,?,NORMAL,?,LOW,LOW
53,FALSE,NORMAL,HIGH,TRUE,HIGH,?,NORMAL,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE,ZERO,NORMAL,?,?,NORMAL,FALSE,NORMAL,NORMAL,LOW,FALSE,NORMAL,NORMAL,LOW,?,?,HIGH,HIGH,?,?,?
57,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,?,?,?,ZERO,NORMAL,LOW,?,?,?,?,NORMAL,NORMAL,?,NORMAL,NORMAL,LOW,ZERO,ZERO,?,?,?,?,HIGH
61,FALSE,?,?,?,?,FALSE,?,?,HIGH,?,FALSE,?,FALSE,?,NORMAL,LOW,FALSE,?,?,?,?,?,FALSE,NORMAL,NORMAL,NORMAL,?,NORMAL,NORMAL,LOW,ZERO,ZERO,?,?,HIGH,LOW,LOW
63,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,HIGH,?,FALSE,ZERO,?,LOW,?,NORMAL,?,NORMAL,?,?,FALSE,NORMAL,NORMAL,?,?,ZERO,HIGH,HIGH,HIGH,?,?
84,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,HIGH,?,HIGH,FALSE,FALSE,?,LOW,FALSE,ZERO,NORMAL,LOW,LOW,?,FALSE,?,NORMAL,LOW,FALSE,NORMAL,?,LOW,ZERO,?,HIGH,HIGH,?,HIGH,HIGH
97,FALSE,HIGH,?,TRUE,HIGH,FALSE,?,FALSE,HIGH,?,FALSE,HIGH,TRUE,?,HIGH,LOW,?,?,?,?,LOW,?,FALSE,?,NORMAL,HIGH,FALSE,NORMAL,?,LOW,ZERO,?,?,HIGH,?,?,NORMAL
122,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,?,TRUE,?,LOW,LOW,?,HIGH,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,LOW,FALSE,?,?,?,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW
