string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,CVP,HYPOVOLEMIA,LVFAILURE,ERRLOWOUTPUT,HREKG,HRSAT,ANAPHYLAXIS,EXPCO2,MINVOL,PVSAT,PAP,SHUNT,PRESS,MINVOLSET,VENTTUBE,VENTALV,CATECHOL,CO
1,HIGH,TRUE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,?
7,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,?,ZERO,HIGH,NORMAL
9,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,?,ZERO,LOW,NORMAL,NORMAL,HIGH,?,LOW,ZERO,HIGH,HIGH
24,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL
33,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,?
43,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
52,NORMAL,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
62,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
66,NORMAL,FALSE,FALSE,FALSE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,ZERO,HIGH,NORMAL,LOW
74,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
80,NORMAL,FALSE,FALSE,FALSE,HIGH,?,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,HIGH
83,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,?,NORMAL,?,LOW,ZERO,HIGH,HIGH
87,NORMAL,TRUE,FALSE,FALSE,LOW,LOW,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,LOW
105,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
109,NORMAL,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,LOW,NORMAL,HIGH,LOW,ZERO,ZERO,HIGH,HIGH
115,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,HIGH,NORMAL,?,ZERO,HIGH,HIGH
117,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,NORMAL
119,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,?,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,?,LOW,ZERO,HIGH,HIGH
121,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,?,NORMAL,LOW,ZERO,HIGH,HIGH
136,NORMAL,TRUE,FALSE,FALSE,HIGH,HIGH,TRUE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,LOW
141,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,?,?,NORMAL,?,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
151,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,?,HIGH
164,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
167,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,?,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
173,HIGH,TRUE,FALSE,FALSE,?,HIGH,FALSE,LOW,ZERO,LOW,HIGH,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH
180,?,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,LOW,ZERO,ZERO,?,NORMAL
183,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH
188,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH
197,NORMAL,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH
202,NORMAL,FALSE,?,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
203,NORMAL,FALSE,FALSE,FALSE,NORMAL,NORMAL,FALSE,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH
240,HIGH,TRUE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,ZERO,HIGH,LOW
241,HIGH,FALSE,FALSE,FALSE,?,HIGH,FALSE,LOW,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH
243,LOW,FALSE,FALSE,FALSE,HIGH,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH
251,LOW,FALSE,TRUE,TRUE,LOW,LOW,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,LOW
