string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
1,FALSE,HIGH,HIGH,?,HIGH,FALSE,NORMAL,FALSE,HIGH,?,TRUE,?,FALSE,FALSE,?,LOW,?,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,NORMAL,LOW,ZERO,?,ZERO,?,HIGH,HIGH,HIGH,HIGH
7,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,?,FALSE,LOW,FALSE,FALSE,NORMAL,?,FALSE,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,?,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,?,NORMAL,NORMAL
36,FALSE,HIGH,HIGH,TRUE,?,FALSE,LOW,?,HIGH,HIGH,FALSE,?,FALSE,FALSE,?,?,?,ZERO,NORMAL,LOW,LOW,?,?,NORMAL,?,NORMAL,FALSE,NORMAL,NORMAL,?,ZERO,ZERO,?,HIGH,HIGH,?,?
50,?,NORMAL,NORMAL,FALSE,?,?,NORMAL,FALSE,LOW,?,FALSE,?,FALSE,?,NORMAL,LOW,?,?,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,?,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,?,HIGH,?,NORMAL,NORMAL,NORMAL
51,?,?,?,FALSE,NORMAL,FALSE,LOW,?,LOW,HIGH,TRUE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,ZERO,NORMAL,HIGH,?,NORMAL,FALSE,NORMAL,NORMAL,LOW,FALSE,?,?,HIGH,LOW,HIGH,LOW,?,?,LOW,?
60,FALSE,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE,ZERO,LOW,?,LOW,NORMAL,?,?,NORMAL,?,?,?,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,?,?
62,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,?,FALSE,HIGH,NORMAL,?,NORMAL,FALSE,?,NORMAL,?,?,?,NORMAL,?,LOW,NORMAL,FALSE,?,?,HIGH,?,?,NORMAL,?,?,?,HIGH,HIGH,HIGH,HIGH,NORMAL
65,FALSE,NORMAL,?,FALSE,NORMAL,?,NORMAL,?,HIGH,HIGH,FALSE,?,?,FALSE,?,?,FALSE,?,?,HIGH,HIGH,NORMAL,FALSE,NORMAL,NORMAL,?,TRUE,NORMAL,?,?,?,?,LOW,NORMAL,HIGH,?,NORMAL
76,FALSE,?,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,HIGH,LOW,FALSE,ZERO,?,?,LOW,HIGH,FALSE,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,?,ZERO,?,?,HIGH,HIGH,HIGH,?
