string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
42,FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,?,?,FALSE,?,NORMAL,LOW,LOW,NORMAL,FALSE,?,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
58,FALSE,NORMAL,NORMAL,FALSE,?,?,?,?,?,HIGH,FALSE,HIGH,?,?,?,?,FALSE,ZERO,NORMAL,LOW,?,NORMAL,FALSE,HIGH,NORMAL,?,?,NORMAL,NORMAL,LOW,?,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
102,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,?,?,?,?,HIGH,FALSE,?,LOW,LOW,?,HIGH,?,HIGH,?,NORMAL,?,NORMAL,NORMAL,LOW,?,NORMAL,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,?
105,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,HIGH,LOW,FALSE,ZERO,LOW,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,?,?,?,ZERO,ZERO,?,?,HIGH,?,HIGH
119,FALSE,?,HIGH,TRUE,?,FALSE,NORMAL,?,HIGH,HIGH,?,HIGH,FALSE,FALSE,HIGH,?,FALSE,ZERO,?,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,LOW,?,?,NORMAL,LOW,ZERO,ZERO,?,HIGH,HIGH,HIGH,?
123,FALSE,?,NORMAL,?,LOW,?,NORMAL,FALSE,?,NORMAL,TRUE,NORMAL,FALSE,?,?,LOW,?,ZERO,LOW,LOW,LOW,NORMAL,?,HIGH,?,NORMAL,FALSE,?,NORMAL,LOW,ZERO,ZERO,?,HIGH,HIGH,HIGH,HIGH
124,FALSE,?,?,TRUE,HIGH,?,NORMAL,FALSE,HIGH,?,FALSE,?,FALSE,FALSE,HIGH,LOW,FALSE,ZERO,NORMAL,LOW,LOW,?,FALSE,?,NORMAL,HIGH,FALSE,NORMAL,ZERO,ZERO,?,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
128,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,?,FALSE,LOW,?,?,ZERO,?,?,LOW,?,?,NORMAL,NORMAL,HIGH,?,?,NORMAL,?,ZERO,ZERO,?,HIGH,HIGH,?,LOW
139,FALSE,NORMAL,NORMAL,?,NORMAL,FALSE,?,?,HIGH,HIGH,?,?,FALSE,FALSE,HIGH,LOW,TRUE,ZERO,NORMAL,?,?,?,FALSE,NORMAL,NORMAL,?,TRUE,?,NORMAL,?,ZERO,ZERO,HIGH,HIGH,?,NORMAL,HIGH
142,TRUE,LOW,?,FALSE,LOW,?,LOW,?,LOW,LOW,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,HIGH,HIGH,?,FALSE,?,NORMAL,HIGH,FALSE,?,LOW,ZERO,?,HIGH,LOW,?,?,?,LOW
144,FALSE,NORMAL,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE,?,NORMAL,LOW,?,LOW,FALSE,?,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,?,?,HIGH,LOW,NORMAL
156,?,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,?,HIGH,FALSE,?,HIGH,LOW,?,ZERO,NORMAL,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,?,?,?,NORMAL,?,ZERO,?,HIGH,?,HIGH,HIGH,HIGH
169,FALSE,NORMAL,?,FALSE,NORMAL,?,NORMAL,?,?,HIGH,?,?,?,?,NORMAL,LOW,?,ZERO,?,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,ZERO,ZERO,?,?,HIGH,HIGH,?
179,TRUE,?,HIGH,TRUE,HIGH,FALSE,NORMAL,FALSE,?,?,FALSE,?,FALSE,FALSE,NORMAL,?,?,ZERO,?,LOW,LOW,LOW,FALSE,NORMAL,?,?,FALSE,?,NORMAL,LOW,?,ZERO,HIGH,?,HIGH,HIGH,HIGH
185,FALSE,NORMAL,?,?,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,?,?,?,LOW,FALSE,HIGH,?,HIGH,?,?,FALSE,NORMAL,?,HIGH,?,?,?,?,?,HIGH,?,NORMAL,NORMAL,NORMAL,HIGH
210,FALSE,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,FALSE,LOW,LOW,TRUE,?,?,?,HIGH,?,?,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,HIGH,TRUE,NORMAL,?,ZERO,LOW,?,LOW,?,NORMAL,NORMAL,HIGH
222,TRUE,?,NORMAL,FALSE,?,TRUE,LOW,?,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,LOW,?,FALSE,ZERO,NORMAL,LOW,LOW,?,?,NORMAL,NORMAL,LOW,?,NORMAL,NORMAL,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH,LOW,?
223,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,?,FALSE,?,NORMAL,TRUE,NORMAL,?,FALSE,?,LOW,FALSE,ZERO,NORMAL,?,LOW,NORMAL,FALSE,?,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,?,HIGH,HIGH
257,?,?,LOW,FALSE,?,FALSE,?,?,HIGH,HIGH,FALSE,?,?,?,HIGH,LOW,?,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,?,FALSE,NORMAL,?,?,ZERO,ZERO,?,?,?,HIGH,HIGH
267,FALSE,LOW,NORMAL,FALSE,?,FALSE,NORMAL,?,HIGH,HIGH,FALSE,HIGH,?,?,NORMAL,LOW,FALSE,?,?,HIGH,?,?,FALSE,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,HIGH,?,HIGH,LOW,?,HIGH,NORMAL,?
274,?,NORMAL,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE,ZERO,?,LOW,?,NORMAL,?,NORMAL,NORMAL,?,?,NORMAL,NORMAL,LOW,ZERO,?,HIGH,?,HIGH,HIGH,HIGH
