string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
ID,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HREKG,ERRCAUTER,HRSAT,INSUFFANESTH,ANAPHYLAXIS,TPR,EXPCO2,KINKEDTUBE,MINVOL,FIO2,PVSAT,SAO2,PAP,PULMEMBOLUS,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO,BP
3,?,LOW,LOW,?,LOW,TRUE,LOW,FALSE,?,HIGH,?,HIGH,FALSE,?,LOW,?,FALSE,?,?,?,HIGH,NORMAL,?,NORMAL,?,?,TRUE,NORMAL,NORMAL,ZERO,?,HIGH,LOW,HIGH,HIGH,LOW,LOW
5,?,?,HIGH,TRUE,?,FALSE,LOW,FALSE,HIGH,?,?,HIGH,TRUE,?,?,LOW,FALSE,HIGH,NORMAL,?,LOW,NORMAL,FALSE,?,NORMAL,LOW,FALSE,NORMAL,NORMAL,LOW,?,?,HIGH,HIGH,HIGH,NORMAL,?
15,FALSE,?,NORMAL,FALSE,?,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,TRUE,LOW,HIGH,FALSE,?,NORMAL,?,LOW,NORMAL,FALSE,?,NORMAL,?,?,NORMAL,ZERO,NORMAL,?,LOW,HIGH,HIGH,HIGH,HIGH,LOW
24,?,?,?,?,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,HIGH,?,FALSE,HIGH,NORMAL,HIGH,HIGH,?,?,NORMAL,?,?,?,?,NORMAL,HIGH,?,HIGH,LOW,NORMAL,NORMAL,NORMAL,?
33,FALSE,?,?,FALSE,NORMAL,FALSE,NORMAL,?,HIGH,?,?,?,?,FALSE,NORMAL,LOW,?,ZERO,NORMAL,LOW,?,NORMAL,?,NORMAL,?,NORMAL,FALSE,NORMAL,?,LOW,ZERO,ZERO,HIGH,HIGH,?,HIGH,HIGH
35,?,?,?,FALSE,NORMAL,FALSE,NORMAL,?,LOW,?,FALSE,?,?,FALSE,LOW,?,?,ZERO,LOW,LOW,LOW,?,?,NORMAL,NORMAL,LOW,FALSE,NORMAL,NORMAL,LOW,?,ZERO,HIGH,HIGH,HIGH,?,?
38,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,HIGH,?,?,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE,ZERO,NORMAL,?,LOW,NORMAL,FALSE,?,NORMAL,HIGH,?,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,?,LOW,LOW
59,?,?,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,?,FALSE,HIGH,NORMAL,FALSE,ZERO,?,?,LOW,?,FALSE,HIGH,?,?,?,NORMAL,NORMAL,LOW,LOW,?,HIGH,?,HIGH,HIGH,HIGH
68,FALSE,?,?,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,?,FALSE,FALSE,NORMAL,LOW,?,ZERO,?,?,?,NORMAL,FALSE,?,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,?,HIGH,HIGH,HIGH,?,HIGH
86,?,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,LOW,LOW,TRUE,ZERO,NORMAL,LOW,?,NORMAL,FALSE,?,NORMAL,NORMAL,FALSE,NORMAL,?,?,?,ZERO,HIGH,HIGH,HIGH,?,?
99,FALSE,NORMAL,?,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,?,FALSE,LOW,FALSE,?,HIGH,LOW,?,?,NORMAL,LOW,?,NORMAL,?,NORMAL,?,NORMAL,FALSE,?,?,LOW,?,ZERO,?,NORMAL,?,NORMAL,HIGH
108,?,?,?,FALSE,?,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,?,LOW,LOW,?,ZERO,?,?,LOW,?,FALSE,NORMAL,?,LOW,?,?,NORMAL,LOW,ZERO,ZERO,?,?,?,?,LOW
131,FALSE,NORMAL,HIGH,FALSE,?,?,NORMAL,FALSE,?,HIGH,FALSE,HIGH,FALSE,?,HIGH,?,FALSE,ZERO,NORMAL,?,LOW,?,FALSE,NORMAL,?,LOW,?,NORMAL,?,LOW,ZERO,NORMAL,NORMAL,?,HIGH,HIGH,HIGH
137,FALSE,?,?,FALSE,HIGH,FALSE,NORMAL,?,?,LOW,FALSE,LOW,FALSE,FALSE,NORMAL,HIGH,FALSE,LOW,NORMAL,?,LOW,?,?,NORMAL,NORMAL,LOW,?,NORMAL,NORMAL,LOW,?,?,HIGH,HIGH,?,?,?
140,?,?,?,FALSE,NORMAL,FALSE,NORMAL,?,LOW,?,?,LOW,FALSE,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,HIGH,HIGH,LOW,FALSE,NORMAL,NORMAL,LOW,FALSE,?,HIGH,HIGH,?,HIGH,LOW,NORMAL,NORMAL,?,NORMAL
147,FALSE,HIGH,HIGH,?,?,FALSE,?,?,LOW,LOW,?,LOW,?,FALSE,?,LOW,FALSE,ZERO,NORMAL,?,LOW,NORMAL,?,NORMAL,?,LOW,?,?,NORMAL,LOW,?,ZERO,HIGH,NORMAL,NORMAL,?,?
160,FALSE,HIGH,HIGH,TRUE,HIGH,FALSE,LOW,FALSE,?,HIGH,TRUE,?,FALSE,FALSE,?,LOW,FALSE,ZERO,?,LOW,?,NORMAL,FALSE,?,NORMAL,HIGH,?,?,NORMAL,LOW,ZERO,?,HIGH,?,NORMAL,?,LOW
168,FALSE,?,?,?,HIGH,?,LOW,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,?,NORMAL,?,FALSE,HIGH,NORMAL,HIGH,?,NORMAL,FALSE,NORMAL,NORMAL,HIGH,TRUE,NORMAL,NORMAL,?,?,HIGH,LOW,HIGH,HIGH,?,LOW
177,FALSE,HIGH,?,?,?,FALSE,HIGH,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,HIGH,LOW,?,?,NORMAL,?,LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,?,NORMAL,LOW,?,?,HIGH,?,HIGH,HIGH,LOW
183,FALSE,NORMAL,NORMAL,FALSE,?,FALSE,NORMAL,?,HIGH,HIGH,FALSE,?,FALSE,?,LOW,NORMAL,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE,?,NORMAL,LOW,?,NORMAL,?,?,HIGH,HIGH,LOW
184,FALSE,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,?,FALSE,HIGH,FALSE,FALSE,?,LOW,FALSE,ZERO,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,NORMAL,LOW,?,?,NORMAL,LOW,ZERO,?,HIGH,?,?,HIGH,LOW
192,FALSE,NORMAL,NORMAL,FALSE,NORMAL,?,NORMAL,?,?,HIGH,FALSE,HIGH,?,FALSE,NORMAL,?,FALSE,ZERO,NORMAL,LOW,?,NORMAL,FALSE,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,LOW,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,?
193,FALSE,NORMAL,?,?,NORMAL,?,?,?,?,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE,ZERO,?,?,?,NORMAL,FALSE,?,NORMAL,?,?,NORMAL,?,?,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH
198,?,?,NORMAL,?,NORMAL,FALSE,NORMAL,FALSE,HIGH,HIGH,FALSE,HIGH,FALSE,FALSE,?,?,FALSE,ZERO,NORMAL,?,LOW,NORMAL,FALSE,?,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,ZERO,?,HIGH,HIGH,?,HIGH,?
199,FALSE,NORMAL,NORMAL,TRUE,?,?,?,FALSE,?,HIGH,FALSE,?,TRUE,?,?,HIGH,FALSE,?,NORMAL,LOW,?,LOW,?,?,NORMAL,HIGH,TRUE,?,HIGH,?,?,LOW,HIGH,HIGH,?,NORMAL,?
211,FALSE,?,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW,FALSE,LOW,FALSE,FALSE,HIGH,ZERO,?,HIGH,NORMAL,HIGH,HIGH,?,FALSE,?,?,HIGH,FALSE,NORMAL,NORMAL,?,?,HIGH,NORMAL,?,NORMAL,NORMAL,NORMAL
212,FALSE,NORMAL,HIGH,TRUE,HIGH,?,LOW,FALSE,HIGH,HIGH,FALSE,?,?,FALSE,NORMAL,LOW,FALSE,?,?,?,?,NORMAL,?,NORMAL,ESOPHAGEAL,?,TRUE,NORMAL,NORMAL,ZERO,ZERO,?,HIGH,HIGH,HIGH,?,LOW
221,?,?,LOW,FALSE,NORMAL,FALSE,NORMAL,?,?,?,?,LOW,FALSE,FALSE,HIGH,ZERO,FALSE,ZERO,NORMAL,LOW,?,HIGH,?,NORMAL,NORMAL,LOW,FALSE,?,NORMAL,?,ZERO,ZERO,?,HIGH,NORMAL,NORMAL,NORMAL
